X;Y
2250,494075949081;113,13780036774207
2282,475576052745;133,16198287018375
2313,4620901755943;153,1861653726254
2344,9188102637236;166,70326071954375
2373,511992086436;170,21852257119195
2402,2847620298603;173,02147543908342
2425,787857088856;175,3515260397147
2446,259418586995;178,23700780297617
2473,081089616263;184,08902720681456
2815,5641624163973;273,33126038727534
